ID,yearID,teamID,team_ID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr,ID:1,yearID:1,teamID:1,team_ID:1,lgID:1,playerID:1,salary,playerID:2,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,birth_date,debut_date,finalgame_date,death_date
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,4157,1991,ATL,2074,NL,averyst01,110000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,4842,1992,ATL,2100,NL,averyst01,355000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,5611,1993,ATL,2126,NL,averyst01,560000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,6534,1994,ATL,2154,NL,averyst01,2800000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,7418,1995,ATL,2182,NL,averyst01,4e+6,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,8404,1996,ATL,2210,NL,averyst01,4200000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,9426,1997,BOS,2241,AL,averyst01,4850000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,10392,1998,BOS,2270,AL,averyst01,3900000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72898,1995,ATL,2182,NL,averyst01,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,11496,1999,CIN,2303,NL,averyst01,750000,averyst01,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180,76,L,L,1990-06-13,2003-07-20,avers001,averyst01,1970-04-14,1990-06-13,2003-07-20,
72925,1995,ATL,2182,NL,bedrost01,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2,1985,ATL,1918,NL,bedrost01,550000,bedrost01,1957,12,6,USA,MA,Methuen,,,,,,,Steve,Bedrosian,Stephen Wayne,200,75,R,R,1981-08-14,1995-08-09,bedrs001,bedrost01,1957-12-06,1981-08-14,1995-08-09,
72925,1995,ATL,2182,NL,bedrost01,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1072,1986,PHI,1962,NL,bedrost01,650000,bedrost01,1957,12,6,USA,MA,Methuen,,,,,,,Steve,Bedrosian,Stephen Wayne,200,75,R,R,1981-08-14,1995-08-09,bedrs001,bedrost01,1957-12-06,1981-08-14,1995-08-09,
